id	order_item_order_id	product_title_origin	product_category	hscode	thumbnail_urls	actual_weight_kg	actual_width_cm	actual_length_cm	actual_height_cm	actual_volume_m3	ai_estimated_weight_kg	ai_estimated_width_cm	ai_estimated_length_cm	ai_estimated_height_cm	ai_calculated_volume_m3	shipping_date	order_created_at
52	251117E370AE42	버디즈 보조배터리 고양이 4종 행운 세트 삼색냥 4500mAh 케이블 미니 코숏 귀여운 선물 럭키냥	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	8507609000	https://st.kakaocdn.net/product/gift/product/20250922145628_8653138b30ed41e39093e09697b832ac.png|https://st.kakaocdn.net/product/gift/product/20251022142814_474739581d904daba01a5e7be3667ab1.png|https://st.kakaocdn.net/product/gift/product/20251022142843_0fb57178062c4518b36ff527cb7f1afd.jpg	0.39	25	16	20.5	0.0082	1	16	22	12	0.004224	2025-11-20 0:00:00	2025-11-27 8:00:17
65	251102F8ACC9EF	최강공룡 미니특공대 그레이트 렉스카이저 D9 공룡 합체 변신로봇 장난감	출산/육아>완구/인형>작동완구>로봇	9503003919	https://shop-phinf.pstatic.net/20250605_64/17490891024144uhUS_JPEG/80693527351519975_1098187009.jpg?type=m510|https://shop-phinf.pstatic.net/20250604_235/17489661303533biyy_JPEG/1683028512240864_1248850531.jpeg?type=m510|https://shop-phinf.pstatic.net/20250604_247/1748966130755jamq2_JPEG/1683028913740238_1895602715.jpeg?type=m510|https://shop-phinf.pstatic.net/20250604_285/1748966449449XeH4R_JPEG/54805748267907436_1825324739.jpeg?type=m510|https://shop-phinf.pstatic.net/20250604_286/1748966449775Iyuo5_JPEG/54805748592537176_603535338.jpeg?type=m510|https://shop-phinf.pstatic.net/20250325_21/1742891176934DdmWm_JPEG/5702648016791130_1986790141.jpg?type=m510|https://shop-phinf.pstatic.net/20250311_190/1741687734109oEBcf_JPEG/14002591387197093_1416088298.jpg?type=m510|https://shop-phinf.pstatic.net/20250325_105/1742891177442nITdW_JPEG/5702648540094987_2009196307.jpg?type=m510|https://shop-phinf.pstatic.net/20250311_27/1741688205208JjO90_JPEG/10196222194280025_1393690944.jpg?type=m510	7.715	62	37	58	0.133052	5	45	55	20	0.0495	2025-11-19 0:00:00	2025-11-26 14:00:13
38	2511178F5F2D44	비비드키친 저당 볶음고추장 300Gx1개	가공식품 > 소스/드레싱 > 기타소스/드레싱	2103901030	https://gdimg.gmarket.co.kr/4549620328/still/600?ver=1762673937	0.91	26	15	19	0.00741	0.4	8	8	22	0.001408	2025-11-21 0:00:00	2025-11-26 8:00:21
43	2511141D477157	★클리어런스[노르디스크] 정식수입품│우트가르드 13.2 본체 + 집인플로어(ZIF)	스포츠/레저>캠핑>텐트>5-6인용	6306220000	https://shop-phinf.pstatic.net/20240524_130/17165319115401J4zp_JPEG/14099163171888554_172877734.jpeg?type=m510	39.68	119	48	48	0.274176	34	40	100	40	0.16	2025-11-21 0:00:00	2025-11-25 14:00:23
39	251116530B6260	메탈카드봇W 블루캅W 헤비아이언 팬텀호넷 타이건 전제품 풀세트 자동차 변신로봇 장난감	출산/육아>완구/인형>작동완구>로봇	9503003919	https://shop-phinf.pstatic.net/20251108_150/1762570422572ERQ9I_JPEG/96703314694847723_459050464.jpg?type=m510|https://shop-phinf.pstatic.net/20251106_123/1762417519672xKq9k_JPEG/87995826474896144_1813932103.jpg?type=m510|https://shop-phinf.pstatic.net/20251106_296/1762417961698Ygihm_JPEG/49616568567187096_1378918499.jpg?type=m510|https://shop-phinf.pstatic.net/20251106_163/1762418436349ttC2g_JPEG/36815358754037790_1256298627.jpg?type=m510|https://shop-phinf.pstatic.net/20251106_271/1762418916703GELT2_JPEG/5733358706691117_1998864216.jpg?type=m510|https://shop-phinf.pstatic.net/20251108_150/1762570436105frenA_PNG/9204237337820684_705668902.png?type=m510	7.05	70	37	50.5	0.130795	6.5	30	50	35	0.0525	2025-11-21 0:00:00	2025-11-25 14:00:23
58	251115581F4558	에이딕트 오 드 퍼퓸 잇 더 피치 50ml	프래그런스>퍼퓸>향수	3303001000	https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0020/A00000020882014ko.jpg?l=ko|https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0020/A00000020882012ko.jpg?l=ko|https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0020/A00000020882010ko.jpg?l=ko|https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0020/A00000020882013ko.jpg?l=ko|https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0020/A00000020882015ko.jpg?l=ko	0.31	17	12	13	0.002652	0.4	10	15	8	0.0012	2025-11-19 0:00:00	2025-11-25 14:00:15
63	251116CA554145	이어맥 팬톤 일체형 고속 충전 대용량 보조배터리 20000mAh 22.5W	디지털/가전>휴대폰액세서리>휴대폰배터리>보조배터리	8507609000	https://shop-phinf.pstatic.net/20250904_35/1756976755096tTGYC_JPEG/12185812958625373_1547808028.jpg?type=m510|https://shop-phinf.pstatic.net/20250122_187/1737526806151COOHI_JPEG/85195630953983116_1326121101.jpg?type=m510|https://shop-phinf.pstatic.net/20250122_288/1737526806510u3BsX_JPEG/85195631312661765_1164232948.jpg?type=m510|https://shop-phinf.pstatic.net/20250122_269/17375268056030LErS_JPEG/85195630407311023_368359801.jpg?type=m510|https://shop-phinf.pstatic.net/20250122_273/17375268057940WYml_JPEG/85195630598284445_785066606.jpg?type=m510|https://shop-phinf.pstatic.net/20250122_203/1737526805969saN3K_JPEG/85195630773181207_2084611527.jpg?type=m510	0.505	19.5	12	16	0.003744	0.5	9	17	4	0.000612	2025-11-19 0:00:00	2025-11-25 8:00:22
56	251118F508C55E	버디즈 보조배터리 고양이 4종 행운 세트 삼색냥 4500mAh 케이블 미니 코숏 귀여운 선물 럭키냥	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	8507609000	https://st.kakaocdn.net/product/gift/product/20250922145628_8653138b30ed41e39093e09697b832ac.png|https://st.kakaocdn.net/product/gift/product/20251022142814_474739581d904daba01a5e7be3667ab1.png|https://st.kakaocdn.net/product/gift/product/20251022142843_0fb57178062c4518b36ff527cb7f1afd.jpg	0.385	25	16	20.5	0.0082	1	16	22	12	0.004224	2025-11-20 0:00:00	2025-11-24 14:00:22
40	25111861F3444F	직방 스마트도어록 SHP-DP960 PLUS 푸시풀 도어락 디지털도어락 지문인식 WIFI	디지털/가전>생활가전>디지털도어록>주키형	8301401010	https://shop-phinf.pstatic.net/20250306_117/17412355842326AVXU_JPEG/75368394378246847_402173186.jpg?type=m510|https://shop-phinf.pstatic.net/20250425_277/1745576228536enufa_PNG/21194279011150666_155976843.png?type=m510|https://shop-phinf.pstatic.net/20250612_62/1749702292582LVVcy_PNG/83835212804202206_874240733.png?type=m510|https://shop-phinf.pstatic.net/20250612_24/1749702281912R0DgK_PNG/55383066069988415_918319852.png?type=m510|https://shop-phinf.pstatic.net/20251106_67/17623904693301DPtv_PNG/36787391771166353_1233781598.png?type=m510	4.815	49.5	15.5	30.5	0.023401125	4.5	25	45	18	0.02025	2025-11-21 0:00:00	2025-11-24 14:00:22
57	251114458B7BEA	스몰리그 SmallRig SR4576 NP-F970 USB-C 충전식 배터리 (ORANGE) SR4576	카메라 > 카메라용품 > 카메라배터리	8504403090	https://gdimg.gmarket.co.kr/4583930478/still/600?ver=1763021651	0.76	25	15.5	20.5	0.00794375	0.55	7	10	11	0.00077	2025-11-19 0:00:00	2025-11-24 14:00:17
46	251117E72E5CFB	버디즈 보조배터리 토몽이 그레이 토끼 인형 키링 미니 4500mAh 귀여운 선물 스크런치 증정	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	8507609000	https://st.kakaocdn.net/product/gift/product/20251103110952_a06f6c669374475487f636e7298af5ed.png|https://st.kakaocdn.net/product/gift/product/20250924113519_65544ab437d04d5b91fba0d48b3e9923.jpg|https://st.kakaocdn.net/product/gift/product/20250924113523_20136e053e5647eca1b4f5db6abd1708.jpg|https://st.kakaocdn.net/product/gift/product/20250924113527_beb6ead385344c1cb1863ea9d26bef0c.jpg	0.375	25	16	20.5	0.0082	0.3	10	15	8	0.0012	2025-11-20 0:00:00	2025-11-24 8:00:35
50	2511115DD9464F	Beats Solo 4 Wireless On Ear Headphone Jennie Special Edition Ruby Red (Korean Ver.)	electronics	8518309000	https://search.pstatic.net/sunny?src=https%3A%2F%2Fkream-phinf.pstatic.net%2FMjAyNTA5MDNfMjg0%2FMDAxNzU2ODg0ODI2MjU2.2IBd6SlOzuQwPIKoFntchkGkcT-E5VJVuXvoT0IOfcgg.UVZ0PC8EbbrFRC-mAlQXH-zn1b0HNIN58hqqsjA6Q6Ig.PNG%2Fa_b8de3753177443b3bf7bdafa6af8e124.png|https://search.pstatic.net/sunny?src=https%3A%2F%2Fkream-phinf.pstatic.net%2FMjAyNTA5MDNfMTk0%2FMDAxNzU2ODg0ODI2MzA0.GxWdcLSKMdPmHAZj7B8qGqh0-MCmqOQpB3N9r3Jp9IAg.MAcmokfpgiWMEUUPskcFqGFTriTuK5bVhZQO2D0lL28g.PNG%2Fa_16d807ef74d74711b68efb8b9ef1fc54.png|https://search.pstatic.net/sunny?src=https%3A%2F%2Fkream-phinf.pstatic.net%2FMjAyNTA5MDNfMjM2%2FMDAxNzU2ODg0ODI2MzY2.zSwBfSiE19k1gzQolae7t_Fz9HivCUC_7WCAL3cILbYg.ORs8jfc4MGnYpsJI0G01CQYkAWM9LXiWFN_nQRThxCEg.PNG%2Fa_205f1e63fe8244c0b837578d50183ff2.png|https://search.pstatic.net/sunny?src=https%3A%2F%2Fkream-phinf.pstatic.net%2FMjAyNTA5MDNfODYg%2FMDAxNzU2ODg0ODI2NTc0.XeDrqPVlRLQFEN03yCZ0yvi91kHSiNJO2YgI3JcJ7FIg.skt3CbxmfAv30Rr_uoFhcMdOjZhYV6yDsJKNbt9tCzMg.PNG%2Fa_fd0a96bb593e49bcaa5771a829d3eca2.png	1.05	37.5	17	26.5	0.01689375	0.4	15	18	10	0.0027	2025-11-20 0:00:00	2025-11-24 8:00:33
49	25111578C1B770	프리플로우 archon M1 PRO MAX 8K 자석축 게이밍 키보드 메카닉, 저소음퀵실버	디지털/가전>주변기기>키보드>유선키보드	8471601020	https://shop-phinf.pstatic.net/20250205_268/1738741462486QvPT5_JPEG/72874239638961595_1952156075.jpg?type=m510|https://shop-phinf.pstatic.net/20250418_138/1744963971336MM8UF_JPEG/27064325485015596_1269843249.jpg?type=m510	1.895	49.5	10.5	20.5	0.010654875	1.8	17	47	7	0.005593	2025-11-20 0:00:00	2025-11-24 8:00:32
51	2511157F13B124	다니엘트루스 디켄터 리드 디퓨저 밤쉘 300ml	세제/방향/살충>방향제>방향제 기타	3307490000	https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/7773073338/B.jpg?424000000	2.225	38	20.5	27	0.021033	1.5	20	32	20	0.0128	2025-11-20 0:00:00	2025-11-24 8:00:30
48	25102394D29227	부광약품 온구기 쑥찜팩 15개입 찜질용벨트 1개입	생활/건강>냉온/찜질용품>찜질팩	3824999090	https://shop-phinf.pstatic.net/20250312_85/1741739420519gyvI4_PNG/75872281628214010_1245988670.png?type=m510|https://shop-phinf.pstatic.net/20210429_253/1619656697225MiAIM_JPEG/20792480906552243_1161310321.jpg?type=m510|https://shop-phinf.pstatic.net/20210429_179/1619656697526oTwkH_JPEG/20792481202327125_1015900253.jpg?type=m510	10.93	49	19.5	41	0.0391755	1.5	22	28	12	0.007392	2025-11-20 0:00:00	2025-11-24 8:00:30
37	251117FCB4C190	밀워키 M18 CV-0 충전청소기 18V 본체 헤파필터 바닥노즐 틈새노즐포함	생활/건강>공구>전동공구>기타전동공구	8508701000	https://shop-phinf.pstatic.net/20230803_272/1691045292254xvsHK_JPEG/20622964101854015_2132069980.jpeg?type=m510	4.455	54.5	24.5	38	0.0507395	3.5	28	45	28	0.03528	2025-11-21 0:00:00	2025-11-24 8:00:30
42	251103BCDF1D76	루체 아일랜드식탁 2인용 4인용 수납식탁 테이블 1200 A형	가구/인테리어>주방가구>식탁/의자>아일랜드식탁	9403401000	https://shop-phinf.pstatic.net/20251005_239/1759606470118R9wk2_PNG/3246596965376130_2144566123.png?type=m510|https://shop-phinf.pstatic.net/20251005_271/1759606476568v8A4D_PNG/5563550380605342_1145932553.png?type=m510|https://shop-phinf.pstatic.net/20251005_57/1759606499677du5K6_PNG/93739338772575540_2097914566.png?type=m510|https://shop-phinf.pstatic.net/20251005_101/1759606505063dwBTS_PNG/14204864760724182_1289134942.png?type=m510|https://shop-phinf.pstatic.net/20251005_148/1759606598250Nv3Ts_PNG/1419992018708173_509908875.png?type=m510|https://shop-phinf.pstatic.net/20251005_291/17596068337034L1lB_PNG/93739773792260076_1177737445.png?type=m510|https://shop-phinf.pstatic.net/20251005_225/1759606880553tmSWc_PNG/4793376676602454_565495822.png?type=m510|https://shop-phinf.pstatic.net/20251005_256/1759606963602JX4pF_JPEG/93739850550444592_1696098931.jpg?type=m510|https://shop-phinf.pstatic.net/20251005_56/1759606980968BVIOm_JPEG/93739820089695367_223802207.jpg?type=m510|https://shop-phinf.pstatic.net/20251005_91/1759606458266KHz3O_PNG/93739319329965796_1560686366.png?type=m510	58.06	144	46	76.5	0.506736	50	140	75	72	0.756	2025-11-21 0:00:00	2025-11-24 5:01:24
53	251116540F3F6B	아콘 m1 pro(뒷면파손)	노트북 > PC,키보드 > 마우스 > 스피커	8471601020	https://img2.joongna.com/media/original/2025/11/16/1763267538849lK7_rpJaW.jpg|https://img2.joongna.com/media/original/2025/11/16/1763267538849JJ9_qAHO6.jpg	1.44	55	15.5	26	0.022165	1.5	18	40	8	0.00576	2025-11-20 0:00:00	2025-11-23 14:00:38
55	2511166CAF2808	감자문대(금문댕)+ 미개봉 박문대 향수+ 공식 스티커,메모지 팝니다	스타굿즈 > 보이그룹 > 기타(보이그룹) >	9503003411	https://firebasestorage.googleapis.com/v0/b/sazoshop.appspot.com/o/images%2F2025%2F11%2F17%2F909b0fa6-a316-4c32-b2be-b972a0884daf?alt=media&token=f8037397-dc98-46ae-b8d1-3c653840b598|https://firebasestorage.googleapis.com/v0/b/sazoshop.appspot.com/o/images%2F2025%2F11%2F17%2F02a4004d-c908-4137-b868-96e46a76d89d?alt=media&token=efac440e-d67e-4dd0-80f4-296221c73db4|https://firebasestorage.googleapis.com/v0/b/sazoshop.appspot.com/o/images%2F2025%2F11%2F17%2Fb96af984-bf67-473a-b54c-98f859708620?alt=media&token=2b6b13b4-9e29-447e-8d92-f8f2a04e0403|https://firebasestorage.googleapis.com/v0/b/sazoshop.appspot.com/o/images%2F2025%2F11%2F17%2Fa9894c5e-73f9-4dfe-a35a-b35e0756540e?alt=media&token=7dc7289c-54f4-4d2d-ad79-5bf984a52186	0.84	38	12.5	28	0.0133	0.65	15	23	15	0.005175	2025-11-20 0:00:00	2025-11-23 14:00:37
54	251112FA04419B	Casio 50th Anniversary Ring Watch CRW-001-1	accessories	9114900000	https://search.pstatic.net/sunny?src=https%3A%2F%2Fkream-phinf.pstatic.net%2FMjAyNTA3MzFfMTQ3%2FMDAxNzUzODk3MTk5Mjk0.VVb7ivkOZNL6keIg8K1BEneYZFUProTMGOdjahj2QIcg.prDp_IIwCo-FngUjjs0MEycWXRJfcozbHaHf0_ukRl4g.PNG%2Fa_53a3379c181d47dabfe74cec397b082d.png|https://search.pstatic.net/sunny?src=https%3A%2F%2Fkream-phinf.pstatic.net%2FMjAyNTA3MzFfMTQy%2FMDAxNzUzODk3MTk5MTk3.0yGLcX-5N_xfif7NEJ4OdjALwKAgyZBJYRCGs9rqglQg.1zeTvC6q4RHzIa2XOdlIoeNnhkXW8d_0HMACBGM5DDog.PNG%2Fa_4bfabda44b344ec68a0974edbc5e9627.png	0.26	21.5	9.5	19.5	0.003982875	0.1	5	5	5	0.000125	2025-11-20 0:00:00	2025-11-23 14:00:37
79	251109846DDBDC	밀워키 M18 BLHSB-0 18V 브러쉬리스 에어건 베어툴	공구>유/공압공구>에어스프레이건	8467115000	https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/8824018624/B.webp?489194273|https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/8824018624/A1.webp?557819159|https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/8824018624/A2.webp?651743302|https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/8824018624/A3.webp?718044904	1.575	37.5	20	27	0.02025	1.8	12	30	22	0.00792	2025-11-17 0:00:00	2025-11-23 14:00:34
34	25111874D7A795	버디즈 보조배터리 고양이 4종 행운 세트 삼색냥 4500mAh 케이블 미니 코숏 귀여운 선물 럭키냥	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	8504403090	https://st.kakaocdn.net/product/gift/product/20250922145628_8653138b30ed41e39093e09697b832ac.png|https://st.kakaocdn.net/product/gift/product/20251022142814_474739581d904daba01a5e7be3667ab1.png|https://st.kakaocdn.net/product/gift/product/20251022142843_0fb57178062c4518b36ff527cb7f1afd.jpg	0.34	25	15.5	17.5	0.00678125	1	16	22	12	0.004224	2025-11-21 0:00:00	2025-11-23 14:00:28
62	2511162D827711	밀워키 M12 FIW2F12-0X0 충전 1/2 임팩 렌치 전동공구 베어툴	공구>전동공구>임팩렌치	8467115000	https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/7538518509/B.jpg?137670891|https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/7538518509/A1.jpg?337805030|https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/7538518509/A2.jpg?509327409|https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/7538518509/A3.jpg?676683609	4.29	55	17.5	42	0.040425	1.8	15	25	10	0.00375	2025-11-19 0:00:00	2025-11-23 14:00:22
60	251002E1E1C686	캠빌 박스 에어텐트 18.0	스포츠/레저>캠핑>텐트>4-5인용	6306220000	https://shop-phinf.pstatic.net/20250716_46/1752652338786oN64d_PNG/86785191874906319_1871351689.png?type=m510|https://shop-phinf.pstatic.net/20250716_69/1752652353715XvVel_PNG/86785206826207941_1542121430.png?type=m510|https://shop-phinf.pstatic.net/20250716_208/17526523542955z9Fc_PNG/86785207392604282_769480345.png?type=m510|https://shop-phinf.pstatic.net/20250716_140/17526523538852DSzb_PNG/86785206988271052_1322995624.png?type=m510|https://shop-phinf.pstatic.net/20250716_259/1752652354115kDar2_PNG/86785207219396004_716087953.png?type=m510	40	86	45	56	0.21672	54.6					2025-11-19 0:00:00	2025-11-23 14:00:19
66	2511071D57A523	밀워키 팩아웃 롤링 서랍장 공구함 48-22-8420	생활/건강>공구>수작업공구>공구함	4202122000	https://shop-phinf.pstatic.net/20250915_125/1757911287984dLLRF_JPEG/1988.jpg?type=m510	18.445	61	51	51	0.158661	10.4	43	58	50	0.1247	2025-11-19 0:00:00	2025-11-23 14:00:19
61	251111E86003E8	MIDIPLUS MS6 미디플러스 블루투스 모니터 스피커 1통	디지털/가전>음향가전>스피커>스피커단품	8518220000	https://shop-phinf.pstatic.net/20250710_110/1752130617455oJWdh_PNG/78960849017616180_1683693802.png?type=m510|https://shop-phinf.pstatic.net/20250710_110/1752126510648QjVbj_JPEG/20619298502101944_1330016939.jpg?type=m510|https://shop-phinf.pstatic.net/20250710_78/1752126510951e6q5Y_JPEG/20619298802154962_1447331563.jpg?type=m510|https://shop-phinf.pstatic.net/20250710_86/1752126511642MNHXC_JPEG/20619299497705363_813940365.jpg?type=m510|https://shop-phinf.pstatic.net/20250710_251/17521265119852l9En_JPEG/20619299835970093_257350863.jpg?type=m510|https://shop-phinf.pstatic.net/20250710_21/1752126529924OfLTR_JPEG/35201994727226074_831660108.jpg?type=m510|https://shop-phinf.pstatic.net/20250710_253/1752126530366Sf0i9_JPEG/35201995174660833_822983506.jpg?type=m510|https://shop-phinf.pstatic.net/20250710_173/17521265308838Dff8_JPEG/35201995689508608_507169939.jpg?type=m510|https://shop-phinf.pstatic.net/20250710_251/1752126531421amrmF_JPEG/35201996232168105_1660986952.jpg?type=m510	18.64	70	51	51	0.18207	5	21	26	32	0.017472	2025-11-19 0:00:00	2025-11-23 8:00:27
47	25111633CACB80	버디즈 보조배터리 고양이 4종 행운 세트 삼색냥 4500mAh 케이블 미니 코숏 귀여운 선물 럭키냥	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	8507609000	https://st.kakaocdn.net/product/gift/product/20250922145628_8653138b30ed41e39093e09697b832ac.png|https://st.kakaocdn.net/product/gift/product/20251022142814_474739581d904daba01a5e7be3667ab1.png|https://st.kakaocdn.net/product/gift/product/20251022142843_0fb57178062c4518b36ff527cb7f1afd.jpg	0.355	24.5	15.5	17.5	0.006645625	1	16	22	12	0.004224	2025-11-20 0:00:00	2025-11-23 5:00:53
44	2511159DC623DD	Buddies Power Bank (Tomong)	홈 > ALL > POWER BANK >	8504403010	https://ecimg.cafe24img.com/pg1965b01134917093/huug/web/product/big/20250922/835dd8531a986f2a3574ad531444a006.png	0.35	24.5	15.5	17.5	0.006645625	0.05	8	15	7	0.00084	2025-11-20 0:00:00	2025-11-23 5:00:53
36	251117CD2E1E55	믹스너트세븐 1kg+1kg	식품>농산물>견과류>혼합견과/견과류세트	802999000	https://shop-phinf.pstatic.net/20250107_174/1736234967529Os8o9_PNG/70367908658672411_339527508.png?type=m510	6.8	45.5	18.5	37	0.03114475	2.15	18	25	10	0.0045	2025-11-21 0:00:00	2025-11-23 5:00:49
41	25111833589F8F	버디즈 보조배터리 고양이 4종 행운 세트 삼색냥 4500mAh 케이블 미니 코숏 귀여운 선물 럭키냥	휴대폰/액세서리>휴대폰주변용품>보조/전용배터리	8507609000	https://st.kakaocdn.net/product/gift/product/20250922145628_8653138b30ed41e39093e09697b832ac.png|https://st.kakaocdn.net/product/gift/product/20251022142814_474739581d904daba01a5e7be3667ab1.png|https://st.kakaocdn.net/product/gift/product/20251022142843_0fb57178062c4518b36ff527cb7f1afd.jpg	0.365	25	15.5	17.5	0.00678125	1	16	22	12	0.004224	2025-11-21 0:00:00	2025-11-23 5:00:49
64	251116DE3577DB	UT300A+ 적외선 온도계 (400도)	생활/건강>공구>측정공구>기타측정기	9025191000	https://shop-phinf.pstatic.net/20210210_221/1612953391296R8SPp_JPEG/14089286725434592_1796547980.jpg?type=m510	0.275	17	12	13	0.002652	0.35	12	20	8	0.00192	2025-11-19 0:00:00	2025-11-23 5:00:34
73	251113C4707618	밀워키 M12 FIW2F12-0X0 충전 1/2 임팩 렌치 전동공구 베어툴	공구>전동공구>임팩렌치	8467115000	https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/7538518509/B.jpg?137670891|https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/7538518509/A1.jpg?337805030|https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/7538518509/A2.jpg?509327409|https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/7538518509/A3.jpg?676683609	4.01	49.5	20.5	40	0.04059	1.8	15	25	10	0.00375	2025-11-18 0:00:00	2025-11-22 14:00:20
141	251027C1F39AFE	헬로스 & 와와 슬라이드 폴대	스포츠/레저>캠핑>텐트/타프용품>폴대	6306220000	https://shop-phinf.pstatic.net/20230307_15/1678174442694RcjyW_JPEG/79310276359894915_791406119.JPG?type=m510|https://shop-phinf.pstatic.net/20230307_167/1678174455851tcuSR_JPEG/79310289575327725_1431787440.JPG?type=m510|https://shop-phinf.pstatic.net/20230307_146/16781745031430nFkn_JPEG/79310336768735981_518428724.JPG?type=m510|https://shop-phinf.pstatic.net/20230307_179/1678174516590lzT9o_JPEG/79310350346451989_1560250566.JPG?type=m510|https://shop-phinf.pstatic.net/20230307_23/1678174525387be8ko_JPEG/79310359077995468_339505840.JPG?type=m510|https://shop-phinf.pstatic.net/20230307_231/1678174536664X9ntk_JPEG/79310370297493307_411465253.JPG?type=m510|https://shop-phinf.pstatic.net/20230307_189/1678174549286Cp7o6_JPEG/79310382729871108_660008539.JPG?type=m510|https://shop-phinf.pstatic.net/20230313_104/1678666885767WNdqm_JPEG/79802781494421198_894698577.jpg?type=m510|https://shop-phinf.pstatic.net/20230313_267/1678666893573yYzQr_JPEG/79802789305945220_1654830726.jpg?type=m510	6.625	107	12.5	16	0.0214	3.5	10	65	10	0.0065	2025-11-06 0:00:00	2025-11-22 14:00:18
102	25110627976878	라운드어라운드 말차 09 퍼퓸 미스트 세트	뷰티/미용 > 향수/아로마 > 남여공용 향수 >	3303001000	https://firebasestorage.googleapis.com/v0/b/sazoshop.appspot.com/o/images%2F2025%2F11%2F06%2F9cb23f75-4f24-4489-adcb-24d0bd448fb1?alt=media&token=81550eb0-542c-46b6-8bc2-ab4e2dbf91d8|https://firebasestorage.googleapis.com/v0/b/sazoshop.appspot.com/o/images%2F2025%2F11%2F06%2F2f40a566-2295-4db8-8f8e-44ff1e411133?alt=media&token=0f8ea9a6-0e0f-4558-8db8-e871acf2ee44|https://firebasestorage.googleapis.com/v0/b/sazoshop.appspot.com/o/images%2F2025%2F11%2F06%2Fddf34815-e288-4bd7-a1a2-c5301f874e08?alt=media&token=52b2ff75-dbbf-41ad-bc9b-236fad4cea7b|https://firebasestorage.googleapis.com/v0/b/sazoshop.appspot.com/o/images%2F2025%2F11%2F06%2F26e1526f-6661-47bd-8210-d9f8cf11a7df?alt=media&token=74020c5e-852f-464b-a63f-672549a66671	0.325	22	10	19	0.00418	0.7	15	20	6	0.0018	2025-11-14 0:00:00	2025-11-22 14:00:17
72	251029E1DC50BF	최강공룡 미니특공대 그레이트 렉스카이저 D9 공룡 합체 변신로봇 장난감	출산/육아>완구/인형>작동완구>로봇	9503003919	https://shop-phinf.pstatic.net/20250605_64/17490891024144uhUS_JPEG/80693527351519975_1098187009.jpg?type=m510|https://shop-phinf.pstatic.net/20250604_235/17489661303533biyy_JPEG/1683028512240864_1248850531.jpeg?type=m510|https://shop-phinf.pstatic.net/20250604_247/1748966130755jamq2_JPEG/1683028913740238_1895602715.jpeg?type=m510|https://shop-phinf.pstatic.net/20250604_285/1748966449449XeH4R_JPEG/54805748267907436_1825324739.jpeg?type=m510|https://shop-phinf.pstatic.net/20250604_286/1748966449775Iyuo5_JPEG/54805748592537176_603535338.jpeg?type=m510|https://shop-phinf.pstatic.net/20250325_21/1742891176934DdmWm_JPEG/5702648016791130_1986790141.jpg?type=m510|https://shop-phinf.pstatic.net/20250311_190/1741687734109oEBcf_JPEG/14002591387197093_1416088298.jpg?type=m510|https://shop-phinf.pstatic.net/20250325_105/1742891177442nITdW_JPEG/5702648540094987_2009196307.jpg?type=m510|https://shop-phinf.pstatic.net/20250311_27/1741688205208JjO90_JPEG/10196222194280025_1393690944.jpg?type=m510	7.87	69.5	50	50.5	0.1754875	5	45	55	20	0.0495	2025-11-18 0:00:00	2025-11-22 8:00:15
67	251109A2173DE3	Creed Carmina Eau De Parfum 30ml	life	3303001000	https://search.pstatic.net/sunny?src=https%3A%2F%2Fkream-phinf.pstatic.net%2FMjAyNTA3MzBfMjYy%2FMDAxNzUzODY0NjM4MDg2.R8kHG73ljN9_DjS99Ba0O3atZW5_0PIdKMkSGt0RTjUg.WBJWDy4VwuySYYhhrluP0ms8r3CxCYS_hV8g5zfMGd0g.PNG%2Fa_7b13da7c070e48b08c734fcb82415f5a.png	0.39	25	11	14	0.00385	0.35	8	12	8	0.000768	2025-11-18 0:00:00	2025-11-21 14:00:49
