order_id,item_id,product_id,product_version_id,title_origin,title_target,category,custom_category,site_name,product_details,product_info_details,materials,clothing_materials,hscode,thumbnail_urls,thumbnail_count,price_origin,price_krw,product_url,actual_weight,actual_dimensions,actual_d1,actual_d2,actual_d3,actual_max,actual_mid,actual_min,actual_volume_m3,actual_volume_cm3,actual_volume_L,volumetric_weight,ai_weight_kg,ai_width_cm,ai_depth_cm,ai_height_cm,ai_max,ai_mid,ai_min,ai_volume_m3,ai_volume_cm3,ai_volume_L,ai_volume_str,ai_packed_volume_str,weight_error,volume_error,max_error,mid_error,min_error,avg_dim_error,shipping_date,order_created_at,weight_range,combined_error,dim_twist
250502B6C7BBDC,4797a6ca-53ce-4889-8f4b-e2a936bf6d86,835894b0-4dd7-4a48-b5ea-97a43f1cade1,8a1bad6f-e887-4c04-870f-77f08022915e,아이묭 타올 내한 굿즈 판매합니다.,アイマンタオルは耐寒グッズを販売しています。,스타굿즈 > 걸그룹 > 응원도구 > ,Dish towel,bungae,,"今回の耐寒マッコン一日使用して洗濯後保管しました。

이번 내한 막콘 하루 사용하고 세탁 후 보관했습니다.",,,6307100000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/8a1bad6f-e887-4c04-870f-77f08022915e.jpg,1,45000.0,4618.0,https://m.bunjang.co.kr/products/331231488,0.225,23.3x16.0x12.1,23.3,16.0,12.1,23.3,16.0,12.1,0.00451088,4510.88,4.51088,0.752,0.3,40.0,0.5,15.0,40.0,15.0,0.5,0.0003,300.0,0.3,,,0.3333333333333332,-0.9334941297485192,0.7167381974248926,-0.0625,-0.9586776859504132,-0.1014798295085068,2025-05-12 13:00:57,2025-05-16 05:02:30.315,0-0.5kg,0.6334137315409262,twisted
25050393636EBC,21630228-b04d-4719-93d9-d47263ea31f4,c12c4472-ebfb-439b-855b-3e069dcca207,0b576010-feeb-4c38-8e90-d69ec4ce9d3d,라이즈 토냥덕 말랑키링,ライズトニャンダックマランキーリング,스타굿즈 > 보이그룹 > 인형/피규어 > ,Key ring,bungae,,"ライズパークマランキーリングトニャンドク譲渡ハニーニ安全決済手数料

라이즈 파크 말랑키링 토냥덕 양도합니당
안전결제 수수료 붙으세여",,,7326909000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/0b576010-feeb-4c38-8e90-d69ec4ce9d3d.jpg,1,20720.0,2126.0,https://m.bunjang.co.kr/products/331459897,0.065,11.7x4.8x11.8,11.7,4.8,11.8,11.8,11.7,4.8,0.000662688,662.688,0.662688,0.11,0.3,10.0,10.0,10.0,10.0,10.0,10.0,0.001,1000.0,1.0,,,3.615384615384615,0.509005746293882,-0.1525423728813559,-0.1452991452991452,1.0833333333333337,0.2618306050509441,2025-05-12 13:00:57,2025-05-18 05:03:05.136,0-0.5kg,2.0621951808392485,twisted
250430DE3D60CD,1546c76d-d77b-4fa3-80d9-0a52d6f9470b,6c3cbf4a-1ca9-4bb1-bb11-a8d0b4bce38c,e7beea33-1bf4-4b42-a579-8445d1237ec8,재이미샵 징크스 주재경 향수 포스터,ジェイミーショップジンクスチュ・ジェギョン香水ポスター,스타굿즈 > 배우(남) > 팬시/포토카드 > ,Character card,bungae,,"ジンクス駐在経香水ポスター1。1

징크스 주재경 향수 포스터 1.1",,,9504400000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/e7beea33-1bf4-4b42-a579-8445d1237ec8.jpg,1,11500.0,1215.0,https://m.bunjang.co.kr/products/325038606,0.305,30.3x14.2x3.6,30.3,14.2,3.6,30.3,14.2,3.6,0.0015489359999999,1548.936,1.548936,0.258,0.1,20.0,0.05,30.0,30.0,20.0,0.05,3e-05,30.0,0.03,,,-0.6721311475409836,-0.9806318660035016,-0.0099009900990099,0.4084507042253522,-0.9861111111111112,-0.1958537989949229,2025-05-09 09:52:08,2025-05-12 08:01:32.322,0-0.5kg,0.8263815067722426,twisted
2504306AF7A01D,ce1f5dd9-0642-4515-8c4e-dc100b83299e,420b2340-0d2e-4070-936b-ce3f9583e732,ee1d5425-aab7-44c9-9d89-4966b3eba584,필립스 휴 65 플레이 그라디언트 라이트스트립 TV용 165cm,フィリップスヒュー65プレイグラデーションライトストリップテレビ用165cm,가구/인테리어>인테리어소품>조명>인테리어조명,lighting instruments,naver,,,,,9405990000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/ee1d5425-aab7-44c9-9d89-4966b3eba584.jpg,5,299000.0,31567.0,https://smartstore.naver.com/main/products/6767927739,1.865,44.9x32.7x16.7,44.9,32.7,16.7,44.9,32.7,16.7,0.024519441,24519.441,24.519441,4.087,0.5,2.0,1.0,115.0,115.0,2.0,1.0,0.00023,230.0,0.23,,,-0.7319034852546917,-0.9906196882710336,1.5612472160356348,-0.9388379204892966,-0.940119760479042,-0.1059034883109012,2025-05-08 12:45:47,2025-05-10 14:03:05.276,1-2kg,0.8612615867628627,twisted
250427FFA104BA,f40f7dd5-0a2d-4f55-b9de-5ba1f938f8d8,17d5ed49-39ed-45ee-b448-ab38f670336b,2e8bea14-5d50-42c1-9ea7-b6184672bafd,19. MINUS EYELET BAG,19。 MINUS EYELET BAG,패션잡화>여성가방>숄더백,Bag,naver,,,"polyester, nylon",,4202999000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/2e8bea14-5d50-42c1-9ea7-b6184672bafd.jpg,10,58500.0,6177.0,https://m.smartstore.naver.com/miqubag/products/11747607212,0.395,38.0x33.4x5.6,38.0,33.4,5.6,38.0,33.4,5.6,0.0071075199999999,7107.5199999999995,7.107519999999999,1.185,0.4,20.0,10.0,15.0,20.0,15.0,10.0,0.003,3000.0,3.0,,,0.0126582278481012,-0.5779118454819684,-0.4736842105263157,-0.5508982035928144,0.7857142857142858,-0.0796227094682814,2025-05-08 12:45:47,2025-05-11 08:03:02.351,0-0.5kg,0.2952850366650348,twisted
2504266AF36EE4,7aefb031-9b20-4ad3-bc2a-bed7d50653ac,bc73d2b0-14b6-476f-8442-1f8abc444959,4c700b0d-8830-4f9c-9265-e4574f038430,상품 상세 정보,商品詳細情報,ourcabinet > ,Clothes,,,"- 빈티지한 브라운택 디테일 - 사이드 카펜더 포인트 - 딥한 생지데님 컬러 - 백포켓 자수 포인트 - 사계절 내내 활용 가능한 두께감 SIZE (fitting size s) S 허리35 힙51 밑위34 허벅지33 밑단25 총장107 M 허리36.5 힙52 밑위35 허벅지34 밑단26 총장108 L 허리38 힙53 밑위36 허벅지35 밑단27 총장109 MODEL SIZE sujin 161cm / 49kg / 240mm juyoung 153cm / 44kg / 235mm
",,Cotton 100%,6211499000,https://cafe24.poxo.com/ec01/sj9791/HOvhRhvOk+Cp2KY4JuusApqEsZCbImy9fZqTLiEf14KRtfZLlegjeTUzjeJOKMi8AcxWnLoXcqy8oWlgu6z7Zg==/_/web/product/big/202411/096fb9009132480791ffa4c6b9ce739a.jpg,1,40000.0,4223.0,https://m.ourcabinet.kr/product/detail.html?product_no=1186&cate_no=26&display_group=1,0.82,27.9x16.7x9.6,27.9,16.7,9.6,27.9,16.7,9.6,0.0044729279999999,4472.927999999999,4.472928,0.745,1.5,21.0,21.0,21.0,21.0,21.0,21.0,0.009261,9261.0,9.261,,,0.8292682926829269,1.0704558624686116,-0.2473118279569892,0.2574850299401198,1.1875,0.3992244006610435,2025-05-08 12:45:47,2025-05-12 14:01:54.280,0.5-1kg,0.9498620775757692,twisted
25042992661D0C,728defc1-e3da-4ed4-b26a-ff16d85b3eb8,28406180-13fe-4d07-a850-e3d6e786f035,acfa20f0-6435-44c4-98cc-6182555a2c75,(CD) 현경과 영애 - 그리워라/ 참 예쁘네요 (LP Miniature),（CD) ヒョンギョンとヨンエ - 恋しい/ 本当にかわいいです。 （LPミニチュア),도서/교육/음반>음반>가요,compact disk,auction,,,,,8523292090,//image.auction.co.kr/itemimage/17/9b/8b/179b8bd4e6.jpg,1,14390.0,1520.0,http://itempage3.auction.co.kr/DetailView.aspx?ItemNo=B615846162,0.17,22.3x13.3x10.6,22.3,13.3,10.6,22.3,13.3,10.6,0.003143854,3143.8540000000003,3.143854,0.524,0.2,30.0,1.0,30.0,30.0,30.0,1.0,0.0009,900.0,0.9,,,0.1764705882352941,-0.7137271641749268,0.3452914798206277,1.2556390977443608,-0.9056603773584906,0.2317567334021659,2025-05-02 18:58:59,2025-05-09 08:02:15.007,0-0.5kg,0.44509887620511046,twisted
250425D70E8AEF,a06d8d87-f56e-44db-ba34-bf65e82e960e,782e5190-e4f7-4e90-87a3-fe1803d0b8b7,57465f25-09f6-49d6-a423-60be94c26eb2,0329 사운드웨이브 영통 SAY MY NAME 세이마이네임,0329 サウンドウェーブ ヤング SAY MY NAME セイマイネーム,스타굿즈 > 걸그룹 > 음반/영상물 > ,Photographs,bungae,,"ひとみ0。8ドヒ0。8ジュンフィxソハ0。8メイ0。6キナ0。5 勝利0。6 準登記 gs 返品 cu 取付け可能です

히토미0.8
도희0.8
준휘x
소하0.8
메이0.6
키나0.5
승주0.6
준등기 gs반택 cu끼택 가능합니다",,,4911919000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/57465f25-09f6-49d6-a423-60be94c26eb2.jpg,1,5000.0,528.0,https://m.bunjang.co.kr/products/324238139,0.08,15.8x11.5x8.3,15.8,11.5,8.3,15.8,11.5,8.3,0.00150811,1508.1100000000004,1.5081100000000005,0.251,0.4,21.0,2.0,21.0,21.0,21.0,2.0,0.000882,882.0,0.882,,,4.0,-0.4151620239902926,0.3291139240506328,0.8260869565217391,-0.7590361445783133,0.1320549119980195,2025-05-02 18:58:59,2025-05-08 08:03:38.281,0-0.5kg,2.2075810119951464,twisted
250416AA3BD2E6,5bdccbc0-c63b-4bbc-bcf1-92ab51eceb43,c9b66446-376d-45f3-babb-897e9c1769c0,2bbef07b-719b-40f2-a754-5e7998b4f2d7,라무네 엔시티 위시 유우시 리쿠 쿠션키링 핀뱃지 핀버튼 미개봉 양도,ラムネNCT ウィッシュ ユウシリクのクッションキーリング・ピンバッジ・缶バッジを未開封で譲渡します,,Doll,,,"직거래부터 택배거래까지 쉽고 안전하게, 취향 기반 중고거래 플랫폼
",,,9503003411,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/2bbef07b-719b-40f2-a754-5e7998b4f2d7.jpg,1,23000.0,2429.0,https://x.gd/oXwEts,0.095,16.1x10.5x10.6,16.1,10.5,10.6,16.1,10.6,10.5,0.00179193,1791.93,1.7919300000000002,0.299,0.3,30.0,2.5,30.0,30.0,30.0,2.5,0.00225,2250.0,2.25,,,2.1578947368421053,0.2556294051664964,0.8633540372670806,1.830188679245283,-0.7619047619047619,0.6438793182025339,2025-04-30 14:35:55,2025-05-04 05:02:27.155,0-0.5kg,1.2067620710043008,twisted
2504185CCB0712,64bbde51-086c-4cd0-92a4-752d13191a45,9abe81c7-e79e-4580-bf79-ff92772084bb,74ec2c11-8d39-4073-a3e6-6161e764c04a,TFS 요토플러스 그라운드시트,TFSヨトプラスグラウンドシート,HOME > 그라운드시트 > ,Mat,,,"TFS 요토플러스 전용 그라운드시트!! - 텐트바닥보호,냉기차단을 위한 필수품!!
구매제한: 옵션당 최소 1개
브랜드: TFS
자체상품코드: TFSYT
상품코드: 6708
제조사: (주)맥아웃도어
원산지: 국내
이너: 3,000*2,400mm/kg
출시일: 2021-04-01
일체형: 3,000*6,300mm/kg
전실: 3,000*4,100mm/kg
재질/두께: FIRE PROOF Tarpaulin/0.4T(±0.02)
택배 방문 수령지: 경기도 시흥시 서울대학로 59-20 (빌텍까뮤지식산업센터) 406호
판매가: 79,300 원
",,,4016910000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/74ec2c11-8d39-4073-a3e6-6161e764c04a.jpg,1,79300.0,8373.0,https://www.macoutdoor.com/goods/goods_view.php?goodsNo=6708,9.035,55.0x39.0x12.0,55.0,39.0,12.0,55.0,39.0,12.0,0.02574,25740.0,25.74,4.29,1.5,140.0,0.5,140.0,140.0,140.0,0.5,0.0098,9800.0,9.8,,,-0.8339789706696181,-0.6192696192696193,1.5454545454545454,2.58974358974359,-0.9583333333333334,1.058954933954934,2025-04-29 12:44:50,2025-05-03 08:01:37.912,5-10kg,0.7266242949696187,twisted
250424675E14AC,b0c37683-ac23-4993-9243-0730a32ee823,f4decb4a-970e-4017-a75b-e021570a1b0e,9988c4c5-d990-4f10-904a-d93754b8c4f1,"유미의 세포들 전시회 굿즈/세포 도감,렌티큘러",ゆみの細胞展示グッズ/細胞図鑑、レンチキュラー,스타굿즈 > 방송/예능/캐릭터 > 포스터/화보 > ,Character card,bungae,,"ゆみの細胞特別展図鑑、レンチキュラー一括譲渡！ 図鑑には、細胞や人物についての詳細な説明と、由美試験の解説が記載されています。！ すぐに安全にお支払いください。 :)

유미의 세포들 특별전 도감,렌티큘러 일괄 양도합니다!
도감에는 세포와 인물들에 대해 자세한 설명과 유미고사 해설이 나와있습니다
원하시면 유미고사 종이도 드려요!
바로 안전결제 하셔도됩니다 :)",,,9504400000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/9988c4c5-d990-4f10-904a-d93754b8c4f1.jpg,1,17000.0,1795.0,https://m.bunjang.co.kr/products/316286402,0.58,22.0x19.3x10.2,22.0,19.3,10.2,22.0,19.3,10.2,0.00433092,4330.92,4.33092,0.722,0.2,20.0,0.5,30.0,30.0,20.0,0.5,0.0003,300.0,0.3,,,-0.6551724137931034,-0.9307306530714028,0.3636363636363636,0.0362694300518134,-0.9509803921568628,-0.1836915328228952,2025-04-29 12:44:50,2025-05-07 23:02:13.819,0.5-1kg,0.7929515334322531,twisted
250415D5A716D2,eb44f7a8-3b2c-4040-bd83-934b92181d25,e667ec3e-5540-4440-ab0b-6fc122b18762,3fcbdba2-2e19-4d38-a727-8b5ed0331b87,유희왕 타키온 매트 팔아요,遊戯王タキオンマットを売る,키덜트 > 보드게임 > ,Table Mat,bungae,,"状態良好です写真はご連絡ください

상태 양호합니다 사진은 연락주세요",,,6302590000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/3fcbdba2-2e19-4d38-a727-8b5ed0331b87.jpg,1,80000.0,8446.0,https://m.bunjang.co.kr/products/328388797,0.605,42.8x14.1x10.9,42.8,14.1,10.9,42.8,14.1,10.9,0.0065779319999999,6577.931999999999,6.577931999999999,1.096,1.0,63.0,0.5,42.0,63.0,42.0,0.5,0.001323,1323.0,1.323,,,0.6528925619834711,-0.7988729588569781,0.47196261682243,1.978723404255319,-0.9541284403669724,0.4988525269035921,2025-04-25 17:55:59,2025-05-06 04:41:46.919,0.5-1kg,0.7258827604202246,twisted
25042096311016,18130b95-b8c3-4c16-9394-49605c58c22c,d5131d14-59fd-4329-8d2a-d5f089ba15f9,09dbcd09-e90b-4a36-876b-7af764947c29,리본케이크 먼지없는 이불커버세트 SS/Q/K 8color,リボンケーキダストレス布団カバーセットSS/Q/K 8color,패브릭 > 이불·이불솜 > 이불 > 이불커버 > ,Bedclothes,unknown,,"펼치기

제품 소재 세미화이바 피치 스킨 (폴리에스터 100%)
색상 상세페이지참조
치수 상세페이지참조
제품구성 상세페이지참조
제조자, 수입품의 경우 수입자를 함께 표기 주식회사 더메종
제조국 대한민국
세탁방법 및 취급시 주의사항 세탁망에 넣은 후 물을 충분히 하여 약하게 세탁하세요. 반드시 찬물 세탁해주세요. 단독 세탁을 추천하며, 온수 세탁시 수축이 있을 수 있습니다. 표백 기능이 없는 중성세제를 이용해 단독 세탁 해주세요. 기계 건조는 원단의 수명을 단축 시키므로 지양하고 불가피하게 사용할 경우 빨래망에 넣어 저온에서 약하게 건조하세요. 짙은 컬러의 경우 첫 세탁 시 물 빠짐이 있을 수 있으니 충분히 헹굼을 해주시기 바랍니다. 세탁 방법은 준수해 주시기 바랍니다.
품질보증기준 관련 법 및 소비자분쟁해결 규정에 따름
A/S 책임자와 전화번호 마틸라 02-928-6300
제품 소재: 세미화이바 피치 스킨 (폴리에스터 100%)
색상: 상세페이지참조
치수: 상세페이지참조
제품구성: 상세페이지참조
제조자, 수입품의 경우 수입자를 함께 표기: 주식회사 더메종
제조국: 대한민국
세탁방법 및 취급시 주의사항: 세탁망에 넣은 후 물을 충분히 하여 약하게 세탁하세요. 반드시 찬물 세탁해주세요. 단독 세탁을 추천하며, 온수 세탁시 수축이 있을 수 있습니다. 표백 기능이 없는 중성세제를 이용해 단독 세탁 해주세요. 기계 건조는 원단의 수명을 단축 시키므로 지양하고 불가피하게 사용할 경우 빨래망에 넣어 저온에서 약하게 건조하세요. 짙은 컬러의 경우 첫 세탁 시 물 빠짐이 있을 수 있으니 충분히 헹굼을 해주시기 바랍니다. 세탁 방법은 준수해 주시기 바랍니다.
품질보증기준: 관련 법 및 소비자분쟁해결 규정에 따름
a/s 책임자와 전화번호: 마틸라 02-928-6300
40p: 적립 (WELCOME 0.1% 적립)
",,,6302210000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/09dbcd09-e90b-4a36-876b-7af764947c29.jpg,1,39900.0,4213.0,https://ohou.se/productions/2972359/selling,2.735,66.4x36.2x21.1,66.4,36.2,21.1,66.4,36.2,21.1,0.050717648,50717.64800000001,50.71764800000001,8.453,1.5,110.0,5.0,100.0,110.0,100.0,5.0,0.055,55000.0,55.0,,,-0.4515539305301645,0.0844351457307324,0.6566265060240962,1.7624309392265192,-0.7630331753554502,0.5520080899650551,2025-04-25 17:55:59,2025-05-02 14:01:51.984,2-5kg,0.26799453813044843,twisted
25042034B8C372,cbc49982-156c-4065-92d3-1b2e2421a2d2,d2d4280b-c6f5-474d-abab-8df56b4df4b7,f19bb261-9c35-4f54-a805-a1a5d475390d,(새상품)노르디스크 아스가르드 12.6블랙텐트(텐트+집인플로어),（新商品)ノルディスク アスガルド 12。6ブラックテント（テント+ホームインフロア),스포츠/레저 > 캠핑 > 텐트/그늘막 > ,Tent for camping,bungae,,"（新商品）新機グループ正規ノルディスクアスガルド12.6ブラックテント（テント＋家インフロア）綿テントです。国内整髪ですね。
本物の登録をしてASを受けてください。

テント確認車ボックスだけ開いてみました。
綿テントラでご使用の際はしっかりしています。
ベージュもあって使ってるのに広くてしっかりして雨がすごい日も使ってみたのに防水良くなったんですよ。
とくに冬場泊用としては上手ですよね。
宅配便も可能です。対戦であればお持ちいただきます。返金、返品はできません。

(새상품) 신기그룹 정품 노르디스크 아스가르드 12.6블랙텐트(텐트+집인플로어)면텐트 입니다. 국내정발이구요.
정품등록 하셔서 AS 받으시면 됩니다.

텐트 확인차 박스만 열어 봤구요.
면텐트라서 사용시 괘적합니다.
베이지색도 있어서 사용하고 있는데 넓고 괘적하고 비가 엄청온 날도 사용해봤는데 방수 잘되더라고요.
특히 겨울장박용으로 넘 좋구요.
택배도 가능합니다. 대전이면 가져다 드릴수 있어요.환불, 반품은 안됩니다.",,,6306220000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/f19bb261-9c35-4f54-a805-a1a5d475390d.jpg,4,670000.0,70736.0,https://m.bunjang.co.kr/products/305608073,30.82,94.0x43.0x33.0,94.0,43.0,33.0,94.0,43.0,33.0,0.133386,133386.0,133.386,22.231,3.5,210.0,20.0,210.0,210.0,210.0,20.0,0.882,882000.0,882.0,,,-0.8864373783257625,5.612388106697854,1.2340425531914894,3.883720930232558,-0.3939393939393939,1.574608029828218,2025-04-25 17:55:59,2025-05-01 08:03:25.410,10kg+,3.2494127425118084,twisted
2504211F07B239,90dc9d07-8a4b-476f-9250-bf9449f3ddbd,83e2427e-9af4-4dbf-85f8-0eece25d495c,f7251c9b-bd6a-4c9e-af4f-3a98462f81cf,토투 배달통 자석 파티션 칸막이 1세트+밑판 32x22cm 탑박스 배달가방 오토바이용품,トトゥ配達用マグネットパーティション仕切り1セット+ベースプレート32x22cmトップボックスデリバリーバッグオートバイ用品,스포츠/레저>오토바이/스쿠터>오토바이용품>기타오토바이용품,Other,naver,,,,,8716909000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/f7251c9b-bd6a-4c9e-af4f-3a98462f81cf.png,1,24900.0,2629.0,https://m.smartstore.naver.com/coffeeiscoldbrew/products/7664615500,1.63,50.0x43.0x5.0,50.0,43.0,5.0,50.0,43.0,5.0,0.01075,10750.0,10.75,1.792,1.0,15.0,10.0,22.0,22.0,15.0,10.0,0.0033,3300.0,3.3,,,-0.3865030674846625,-0.6930232558139535,-0.56,-0.6511627906976745,1.0,-0.0703875968992248,2025-04-25 11:08:26,2025-05-01 08:03:08.877,1-2kg,0.539763161649308,twisted
2504201A9914B1,82504416-79c2-4b51-9397-2595483edae7,fc97457b-cce8-49bd-bfb7-ebec2fbff299,64b3163d-1606-4253-8564-0ae2c1aa3eb9,[BIG] 애시드로우 유리블럭 대형액자 Glass Block Wave Type [420x1189mm.Size],[BIG] アシドローガラスブロック 大型フレーム Glass Block Wave Type [420×1189mm。サイズ],가구/인테리어>인테리어소품>액자>퍼즐/그림/사진액자,Other,naver,,,,,7013990000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/64b3163d-1606-4253-8564-0ae2c1aa3eb9.jpg,6,215000.0,22699.0,https://smartstore.naver.com/main/products/10829866906,5.605,130.0x54.5x4.5,130.0,54.5,4.5,130.0,54.5,4.5,0.0318825,31882.5,31.8825,5.314,3.5,119.0,12.0,42.0,119.0,42.0,12.0,0.059976,59976.0,59.976,,,-0.3755575379125781,0.8811573747353564,-0.0846153846153846,-0.2293577981651376,1.6666666666666667,0.4508978279620481,2025-04-24 10:18:03,2025-04-27 05:03:05.893,5-10kg,0.6283574563239672,twisted
25041620F6B3BF,160902cd-3389-40a8-9bed-90ecc7c19eb3,ba286233-fe8f-4ba5-b1db-49a0ea7384ba,c6801c2b-6c11-465b-aa03-a5fcd0ac5139,나플라 앨범,ナプラのアルバム,스타굿즈 > 솔로(남) > 음반/영상물 > ,Albums,bungae,,"開封のみしました最後のスレッチではなく状態が良い

개봉만 했습니다 마지막 스크레치 말고 상태좋음",,,3926906000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/c6801c2b-6c11-465b-aa03-a5fcd0ac5139.jpg,4,33000.0,3484.0,https://m.bunjang.co.kr/products/323426275,0.25,20.0x16.0x12.5,20.0,16.0,12.5,20.0,16.0,12.5,0.004,4000.0,4.0,0.667,0.3,21.0,1.0,21.0,21.0,21.0,1.0,0.000441,441.0,0.441,,,0.1999999999999999,-0.88975,0.05,0.3125,-0.92,-0.1858333333333333,2025-04-24 10:18:03,2025-04-27 05:02:57.344,0-0.5kg,0.544875,twisted
2504118E8B29A4,e8cab457-e313-4609-862a-87db6efc512d,2a3de49d-8c01-43ec-9421-dc477ea5e3ae,c5924e1a-a9cb-42c6-9638-087087c69839,르세라핌이지크레이지핫자켓투어MD굿즈포카분철*양도교환미공포앨포특전콘서트재킷,ルセラフィムイージークレイジーホットジャケットツアーMDグッズポッカ*譲渡交換未恐怖アルポ特典コンサートジャケット,스타굿즈 > 걸그룹 > 팬시/포토카드 > ,Photographs,bungae,,"ルセラフィム EASY-クレイジー-HOTコンサートジャケットポッカ分鉄

❌️現物 ❌️
-> 配送を受けたらすぐに発送します。

キム・チェウォン20、720ウォン
さくら18、650ウォン
ホ・ユンジン ❌
一葉15、540ウォン
ホンウンチェ17、610ウォン

準登記 + 2、000ウォン
半額宅配便 + 2、000ウォン
同梱X

人が集まらなくても購入しました
空席私が負担します

ご連絡ください。

르세라핌 EASY-CRAZY-HOT 콘서트 재킷 포카 분철

❌️ 현물 ❌️
-> 배송 받는 즉시 배송해드려요

김채원 20,720원
사쿠라 18,650원
허윤진 ❌
카즈하 15,540원
홍은채 17,610원

준등기 + 2,000원
반값택배 + 2,000원
끼리택배 X

사람 안 모여도 구매함
공석 제가 부담합니다

번톡주시면 안전결제창 만들어드립니다",,,4911919000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/c5924e1a-a9cb-42c6-9638-087087c69839.jpg,3,15540.0,1641.0,https://m.bunjang.co.kr/products/327662583,0.07,14.8x9.9x7.6,14.8,9.9,7.6,14.8,9.9,7.6,0.001113552,1113.552,1.113552,0.186,0.5,20.0,2.0,15.0,20.0,15.0,2.0,0.0006,600.0,0.6,,,6.142857142857142,-0.4611836717099876,0.3513513513513512,0.5151515151515151,-0.7368421052631579,0.0432202537465695,2025-04-23 11:06:19,2025-04-26 05:02:58.727,0-0.5kg,3.302020407283565,twisted
250410E6291166,47f6e73d-5607-4938-a78f-edbf7f179458,16a5326d-eb18-4334-8856-bd9b47e745a7,df0655ec-ee96-4848-b386-1860311e334e,Lancelot Jacket Off-White,Lancelot Jacket オフホワイト,한국어 > ENGLISH > ,"Jackets, blazers (of cotton)",,,"슬림핏 코튼 혼방 재킷
잔잔한 조직감이 돋보이는 코튼 혼방 소재,
슬림한 라인의 구조적인 실루엣,
싱글 카라, 앞면 절개 라인에 히든 포켓, 천연 자개 단추.
* 사이즈 1 (S), 2(M)
총장: 73.5 cm / 74.5 cm
어깨 단면: 36.5 cm / 38.5 cm
암홀 단면: 21.5 cm / 23.5 cm
바스트 단면: 45 cm / 47 cm
허리 단면: 40.5 cm / 42.5 cm
밑단 단면: 49 cm / 51 cm
소매 길이: 62 cm / 63 cm
소매 부리 단면: 13 cm / 15 cm
* Model / MARI K
Height 174 cm / Bust 32 "" - Waist 23 "" - Hip 35 ""
착용 사이즈 : S
총장: 73.5 cm / 74.5 cm
어깨 단면: 36.5 cm / 38.5 cm
암홀 단면: 21.5 cm / 23.5 cm
바스트 단면: 45 cm / 47 cm
허리 단면: 40.5 cm / 42.5 cm
밑단 단면: 49 cm / 51 cm
소매 길이: 62 cm / 63 cm
소매 부리 단면: 13 cm / 15 cm
착용 사이즈: S
point: 7,140KRW (3%)
",,COTTON 97% POLYURETHANE 3%,6204320000,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/df0655ec-ee96-4848-b386-1860311e334e.jpg,1,238000.0,25127.0,https://kindersalmonshop.cafe24.com/product/detail.html?product_no=3043&cate_no=224,1.315,49.1x32.8x9.1,49.1,32.8,9.1,49.1,32.8,9.1,0.014655368,14655.368,14.655368,2.443,0.5,30.0,15.0,15.0,30.0,15.0,15.0,0.00675,6750.0,6.75,,,-0.6197718631178707,-0.5394179115802483,-0.3890020366598778,-0.5426829268292682,0.6483516483516484,-0.0944444383791658,2025-04-23 11:06:19,2025-04-27 05:02:54.626,1-2kg,0.5795948873490595,twisted
2504181B966616,66b60a03-4718-480f-87aa-98b9dff92126,be74aba2-b8e8-4393-a9d8-84ed7d61cd7f,1314b646-7d73-4edf-befc-a5c2448def1a,"데코미 우드패널 바닥용 시트지, 화이트베이지(JP-012) : 데코미",デコミウッドパネル床用シート紙、 ホワイトベージュ（JP-012) : デコミ,,Floor coverings on a base of paper or of paperboard,,,"[데코미] 시트지 바닥재 썬팅지 포인트스티커 띠벽지 장판등 제조및 판매
",,,4811519011,https://sazo-qa-ai-resources.s3.ap-northeast-2.amazonaws.com/img/1314b646-7d73-4edf-befc-a5c2448def1a.jpg,1,1.0,1.0,https://smartstore.naver.com/main/products/10719067805,8.065,103.0x18.0x19.0,103.0,18.0,19.0,103.0,19.0,18.0,0.035226,35226.0,35.226,5.871,1.5,70.0,0.2,70.0,70.0,70.0,0.2,0.00098,980.0,0.98,,,-0.8140111593304402,-0.9721796400386078,-0.3203883495145631,2.6842105263157894,-0.9888888888888888,0.4583110959707792,2025-04-23 11:06:19,2025-05-02 08:02:43.599,5-10kg,0.893095399684524,twisted
