input,output_raw,created_at
"Title: 보넥도 성호 태산 포토카드 포카 판매 양도 굿즈
Category: 스타굿즈 > 보이그룹 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/370151422_1_1763702332_w{res}.jpg","{""weight"":0.15,""volume"":[1,10,15]}",2025-11-21 08:59:02
"Title: 푸마 트레이닝 조거 팬츠/남성(XL)/B850
Category: 남성의류 > 바지 > 트레이닝/조거팬츠 > 
Image: https://media.bunjang.co.kr/product/364069418_1_1761016949_w{res}.jpg","{""weight"":0.6,""volume"":[7,25,35]}",2025-11-21 08:58:54
"Title: 바른스튜디오 행운 현관 액막이명태 북어 자석 인형 이사 개업 선물 명주실 파랑
Category: 가구/인테리어>인테리어소품>장식인형
Image: https://shop-phinf.pstatic.net/20250627_34/1750989090037aYDDI_JPEG/5625698032840401_1369444332.jpg?type=m510","{""weight"":0.3,""volume"":[8,10,50]}",2025-11-21 08:58:48
"Title: 붕괴 스타레일 MONINI님의 파이논 아크릴 코롯토 판매
Category: 스타굿즈 > 방송/예능/캐릭터 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/368889972_1_1762952991_w{res}.jpg","{""weight"":0.08,""volume"":[3,10,15]}",2025-11-21 08:58:42
"Title: [지공비 이벤트] 900글로벌 - 듀티 솔리드 15파운드 (공인구)
Category: 스포츠/레저 > 볼링 > 
Image: https://media.bunjang.co.kr/product/370691022_1_1763704305_w{res}.jpg","{""weight"":6.8,""volume"":[25,25,25]}",2025-11-21 08:58:35
"Title: 교환 양도 ) 데못죽 러브스유 테스타 배세 큰세 아현 래빈 유진 청우
Category: 키덜트 > 피규어/인형 > 
Image: https://media.bunjang.co.kr/product/370568069_1_1763640906_w{res}.jpg","{""weight"":0.22,""volume"":[10,15,20]}",2025-11-21 08:58:23
"Title: CLEF 코튼 끈나시 롱 원피스 (가슴단면 35cm)
Category: 롱원피스
Image: https://d3ha2047wt6x28.cloudfront.net/mwXr_Sut2KM/pr:GOODS_DETAIL/czM6Ly9hYmx5LWltYWdlLWxlZ2FjeS9kYXRhL2dvb2RzLzIwMjUxMDMwXzE3NjE4MDUyNTQ1OTY1MjZtLmpwZw","{""weight"":0.4,""volume"":[5,30,35]}",2025-11-21 08:58:19
"Title: 보넥도 태산 이한 재현 성호 더액션 노장르 미공포 포카 올영 이즈위 양도
Category: 스타굿즈 > 보이그룹 > 팬시/포토카드 > 
Image: https://firebasestorage.googleapis.com/v0/b/sazoshop.appspot.com/o/images%2F2025%2F10%2F23%2F3b22616f-5cf4-4261-aefc-122d809b7101?alt=media&token=4990c04a-f4cc-4230-83c8-94bba7dd2afd","{""weight"":0.1,""volume"":[1,10,15]}",2025-11-21 08:58:15
"Title: Paul Smith 남성용 블랙 울 'Paul calligraphy
Category: 남성의류 > 아우터 > 코트 > 
Image: https://media.bunjang.co.kr/product/370535000_1_1763630299_w{res}.jpg","{""weight"":1.8,""volume"":[15,35,45]}",2025-11-21 08:58:03
"Title: 포엘리에 옴므 타투 퍼퓸 포레스트 포그 남자 향수 45ml
Category: 맨즈케어 > 프래그런스 > 향수 > 
Image: https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0020/A00000020806709ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5","{""weight"":0.25,""volume"":[12,6,9.5]}",2025-11-21 08:58:01
"Title: 마퍼스 마이퍼스트스토리 MY FIRST STORY 포스터, 반다나
Category: 스타굿즈 > 방송/예능/캐릭터 > 포스터/화보 > 
Image: https://media.bunjang.co.kr/product/352178540_1_1761359907_w{res}.jpg","{""weight"":0.5,""volume"":[3,52,72]}",2025-11-21 08:57:33
"Title: 경량 다운 셔츠형 아우터 카키 (GC4938C06H) 502896
Category: 패션의류>남성의류>니트/스웨터
Image: https://shop-phinf.pstatic.net/20251029_58/1761708161317nAGPr_JPEG/95841010454502229_886797796.jpg?type=m510","{""weight"":0.6,""volume"":[12,25,35]}",2025-11-21 08:57:22
"Title: 디스커버리 패딩 95사쥬
Category: 여성의류 > 아우터 > 패딩 > 
Image: https://media.bunjang.co.kr/product/369133674_1_1763057625_w{res}.jpg","{""weight"":1.5,""volume"":[20,35,45]}",2025-11-21 08:56:59
"Title: 젝시믹스 블랙 털 슬리퍼 230
Category: 신발 > 여성화 > 샌들/슬리퍼 > 
Image: https://media.bunjang.co.kr/product/368965546_1_1763001740_w{res}.jpg","{""weight"":0.75,""volume"":[13,22,30]}",2025-11-21 08:56:46
"Title: 하츠투하츠 포카
Category: 스타굿즈 > 걸그룹 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/369760087_1_1763554356_w{res}.jpg","{""weight"":0.2,""volume"":[4,7,10]}",2025-11-21 08:56:22
"Title: 일괄) 스코시즘 이로 2주년 팝업 아크릴, CD, 장패드, 포토카드
Category: 스타굿즈 > 방송/예능/캐릭터 > 기타(방송인) > 
Image: https://media.bunjang.co.kr/product/368467250_1_1763639118_w{res}.jpg","{""weight"":2,""volume"":[8,40,70]}",2025-11-21 08:56:10
"Title: (고전문구) 풀셋 2004년 꼬마마법사레미 학종이
Category: 예술/희귀/수집품 > 희귀/수집품 > 
Image: https://media.bunjang.co.kr/product/365394474_1_1761543680_w{res}.jpg","{""weight"":0.15,""volume"":[5,10,10]}",2025-11-21 08:56:08
"Title: 조말론향수 향초 바디크림 파우치세트
Category: 뷰티/미용 > 향수/아로마 > 여성 향수 > 
Image: https://media.bunjang.co.kr/product/330756446_1_1748506735_w{res}.jpg","{""weight"":1.1,""volume"":[10,15,20]}",2025-11-21 08:56:02
"Title: 캐치티니핑 하우스꾸미기
Category: 장난감/완구 > 블록 > 기타블록
Image: https://gdimg.gmarket.co.kr/4033767909/still/600?ver=1724638270","{""weight"":0.4,""volume"":[3,25,35]}",2025-11-21 08:55:55
"Title: 꼼데가르송 스트라이프 긴팔 티셔츠
Category: 남성의류 > 상의 > 긴팔 티셔츠 > 
Image: https://media.bunjang.co.kr/product/368663521_1_1762861709_w{res}.jpg","{""weight"":0.3,""volume"":[3,25,35]}",2025-11-21 08:55:51
"Title: 반다나프린트 티셔츠
Category: 여성의류 > 상의 > 반팔 티셔츠 > 
Image: https://media.bunjang.co.kr/product/284141119_1_1723416776_w{res}.jpg","{""weight"":0.2,""volume"":[3,25,30]}",2025-11-21 08:55:41
"Title: 미개봉,현물)케로로 카라비너 쿠루루 미니 에어팟 파우치
Category: 유아동/출산 > 교구/완구/인형 > 캐릭터완구/로봇 > 
Image: https://media.bunjang.co.kr/product/368872810_1_1763702758_w{res}.jpg","{""weight"":0.1,""volume"":[8,10,15]}",2025-11-21 08:55:28
"Title: [세일볼] 트랙 - 스텔스 스칼렛 15파운드 (공인구)
Category: 스포츠/레저 > 볼링 > 
Image: https://media.bunjang.co.kr/product/370726877_1_1763715179_w{res}.jpg","{""weight"":6.8,""volume"":[25,25,25]}",2025-11-21 08:55:25
"Title: (Kids) Louise Misha Kira Sweatshirt Blue Rosa Damascena
Category: streetwear
Image: https://search.pstatic.net/sunny?src=https%3A%2F%2Fkream-phinf.pstatic.net%2FMjAyNTExMTJfMjIy%2FMDAxNzYyOTI3ODI1MjAz.zKe1eaK1-CWaH60lridTwMUj17QNRnbvf2pfK5GiFAkg.hUKMApe3Enhr3jWVuNLZERSNGmcfAJgOSYTxC9wMrGYg.PNG%2Fa_afb1030e927f4d25ab3d361d62c47643.png","{""weight"":0.35,""volume"":[5,25,30]}",2025-11-21 08:55:09
"Title: 온앤오프 효진 독일 케이콘 포카
Category: 스타굿즈 > 보이그룹 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/353559238_1_1757493514_w{res}.jpg","{""weight"":0.04,""volume"":[1,10,15]}",2025-11-21 08:55:03
"Title: (새상품) 지초이컴포트 25-002 반다나 블랙
Category: 패션 액세서리 > 스카프/넥타이 > 스카프 > 
Image: https://media.bunjang.co.kr/product/365322945_1_1763478730_w{res}.jpg","{""weight"":0.08,""volume"":[2,15,20]}",2025-11-21 08:54:57
"Title: 엘지트윈스 오스틴 딘 친필 싸인볼 양도합니다
Category: 스포츠/레저 > 야구 > 굿즈(카드/사인볼 등) > 
Image: https://media.bunjang.co.kr/product/323081203_1_1761553185_w{res}.jpg","{""weight"":0.25,""volume"":[10,10,10]}",2025-11-21 08:54:51
"Title: T/T linen double jacket 타낫 린넨 더블자켓(새상품)
Category: 여성의류 > 아우터 > 자켓 > 
Image: https://media.bunjang.co.kr/product/344731538_1_1762934115_w{res}.jpg","{""weight"":1.1,""volume"":[10,30,40]}",2025-11-21 08:54:43
"Title: ALPHA DRIVE ONE Global Official Fanclub ‘Special Gift Package’ Application Guide
Category: 
Image: https://image.static.bstage.in/cdn-cgi/image/metadata=none/ald1/d4c106d1-6d93-444f-adde-4cb17cb03cbf/09f3a6c0-5ea9-4d52-86d8-a3169f4e9295/ori.jpg","{""weight"":0.25,""volume"":[1.5,18,25]}",2025-11-21 08:54:38
"Title: 온앤오프 효진 미공포 일괄 판매
Category: 스타굿즈 > 보이그룹 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/362477885_1_1760429918_w{res}.jpg","{""weight"":0.1,""volume"":[2,10,15]}",2025-11-21 08:54:35
"Title: SWG 향수 샤워젤 베티버느와 270ml
Category: 바디케어 > 샤워/입욕 > 바디워시 > 
Image: https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0017/A00000017828601ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5","{""weight"":0.45,""volume"":[5,8,19]}",2025-11-21 08:54:33
"Title: [교환] 크림히어로즈  고양이 굿즈 야옹이 한정 키캡 디디 -> 루루
Category: 스타굿즈 > 방송/예능/캐릭터 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/356668800_1_1758080053_w{res}.jpg","{""weight"":0.05,""volume"":[4,8,8]}",2025-11-21 08:54:16
"Title: 가나디 x 토리든 인형 키링
Category: 장난감>인형>작동인형
Image: https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/8793178027/B.webp?12741207","{""weight"":0.08,""volume"":[8,10,15]}",2025-11-21 08:54:06
"Title: 온앤오프 효진 포카 판매해요
Category: 스타굿즈 > 보이그룹 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/367400405_1_1762349165_w{res}.jpg","{""weight"":0.1,""volume"":[2,10,15]}",2025-11-21 08:54:05
"Title: 플레이브 플뿌 앨포 미공포 버프즈 무신사 올영 대리 댈구 분철
Category: 스타굿즈 > 보이그룹 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/368725644_1_1763046771_w{res}.jpg","{""weight"":0.1,""volume"":[2,10,15]}",2025-11-21 08:53:54
"Title: 푸마 프린팅 그레이 반팔 티 M
Category: 남성의류 > 상의 > 반팔 티셔츠 > 
Image: https://media.bunjang.co.kr/product/365834308_1_1761726149_w{res}.jpg","{""weight"":0.25,""volume"":[3,25,30]}",2025-11-21 08:53:43
"Title: 테레카 하투하 유하 포카 베이스 카드 판매합니다
Category: 기타 > 
Image: https://media.bunjang.co.kr/product/370725703_1_1763714802_w{res}.jpg","{""weight"":0.03,""volume"":[1,10,15]}",2025-11-21 08:53:33
"Title: (고전문구) 발레리나.공주 학종이
Category: 예술/희귀/수집품 > 희귀/수집품 > 
Image: https://media.bunjang.co.kr/product/351999330_1_1755837012_w{res}.jpg","{""weight"":0.1,""volume"":[5.5,8.5,8.5]}",2025-11-21 08:53:33
"Title: 니노선데이 굿즈 양도 (일괄)
Category: 스타굿즈 > 방송/예능/캐릭터 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/370707280_1_1763713908_w{res}.jpg","{""weight"":0.7,""volume"":[10,15,20]}",2025-11-21 08:53:30
"Title: 칼하트 후드티  M 실측 L -XL
Category: 남성의류 > 상의 > 후드티/후드집업 > 
Image: https://media.bunjang.co.kr/product/369131616_1_1763054796_w{res}.jpg","{""weight"":1,""volume"":[10,30,38]}",2025-11-21 08:53:23
"Title: (무료배송/새상품) 바이레도 블랑쉬 오 드 향수
Category: 뷰티/미용 > 향수/아로마 > 남여공용 향수 > 
Image: https://media.bunjang.co.kr/product/302555271_1_1732590573_w{res}.jpg","{""weight"":1,""volume"":[12,20,20]}",2025-11-21 08:53:13
"Title: 볼링공 15P 아이돌 펄 투핸드,덤리스 지공
Category: 스포츠/레저 > 볼링 > 
Image: https://media.bunjang.co.kr/product/368806573_1_1763689273_w{res}.jpg","{""weight"":7.5,""volume"":[25,25,25]}",2025-11-21 08:53:13
"Title: 현관 입구 원형 LED센서등 건물 복도 조명 센서등 20W 주광색 250mm
Category: 가구/인테리어>인테리어소품>조명>현관조명
Image: https://shop-phinf.pstatic.net/20250416_270/1744764785950r3ehI_PNG/47403617912238379_258611907.png?type=m510","{""weight"":0.8,""volume"":[10,27,27]}",2025-11-21 08:53:07
"Title: [유하/뮤직아트] 하츠투하츠 The Chase 2.0 팬싸인회 포토카드 포카 앨범 포함
Category: 생활/건강>음반>국내앨범
Image: https://shop-phinf.pstatic.net/20251113_171/1763024726489icb5I_JPEG/26009580014333149_114027564.jpg?type=m510","{""weight"":0.45,""volume"":[3.5,17,22]}",2025-11-21 08:53:06
"Title: 온앤오프 온꼬미즈 + 핑키링 챕터 2 포토카드 양도
Category: 스타굿즈 > 보이그룹 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/363348888_1_1762433922_w{res}.jpg","{""weight"":0.8,""volume"":[15,20,25]}",2025-11-21 08:53:04
"Title: 젝시믹스  아웃포켓 핀턱 조거팬츠 S M
Category: 스포츠/레저 > 헬스/요가/필라테스 > 헬스/요가/필라테스 의류 > 
Image: https://media.bunjang.co.kr/product/364426767_1_1763641606_w{res}.jpg","{""weight"":0.4,""volume"":[4,25,30]}",2025-11-21 08:53:01
"Title: 알파드라이브원 알디원 보플2 김준서 스티커 비공굿
Category: 스타굿즈 > 보이그룹 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/370189654_1_1763474097_w{res}.jpg","{""weight"":0.025,""volume"":[0.5,11,16]}",2025-11-21 08:52:55
"Title: 칼하트 기모 맨투맨 남자95
Category: 남성의류 > 상의 > 맨투맨 > 
Image: https://media.bunjang.co.kr/product/364281985_1_1761103685_w{res}.jpg","{""weight"":0.75,""volume"":[7,30,35]}",2025-11-21 08:52:51
"Title: L.L.BEAN 엘엘빈 90s 노르딕 아카이브 블랭킷 울 자켓
Category: 남성의류 > 아우터 > 자켓 > 
Image: https://media.bunjang.co.kr/product/368948244_1_1762995058_w{res}.jpg","{""weight"":2.2,""volume"":[15,30,40]}",2025-11-21 08:52:35
"Title: *신동급*스캇 스케일940 (하드테일 mtb)
Category: 스포츠/레저 > 자전거 > MTB/산악 > 
Image: https://media.bunjang.co.kr/product/368857218_1_1763532765_w{res}.jpg","{""weight"":16,""volume"":[80,28,145]}",2025-11-21 08:52:26
"Title: 스코시즘 미라이라인 미개봉 니노
Category: 스타굿즈 > 보이그룹 > 음반/영상물 > 
Image: https://media.bunjang.co.kr/product/369748586_1_1763297270_w{res}.jpg","{""weight"":0.2,""volume"":[3,17,22]}",2025-11-21 08:52:18
"Title: 팝마트 작은별 맛있는 한입만 시리즈 피규어 -피자의 영원함
Category: 키덜트 > 피규어/인형 > 
Image: https://media.bunjang.co.kr/product/365145904_1_1761975687_w{res}.jpg","{""weight"":0.12,""volume"":[12,7,7]}",2025-11-21 08:52:17
"Title: 블러 스타 양면 포카 바인더 대지
Category: 스타굿즈 > 방송/예능/캐릭터 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/279305990_1_1763297300_w{res}.jpg","{""weight"":0.3,""volume"":[2,22,30]}",2025-11-21 08:52:15
"Title: 칼하트 WIP 알버타 캡 카키 L-XL
Category: 패션 액세서리 > 모자 > 볼캡 > 
Image: https://media.bunjang.co.kr/product/368712672_1_1763209417_w{res}.jpg","{""weight"":0.25,""volume"":[12,22,28]}",2025-11-21 08:51:53
"Title: 칼하트 브랜든팬츠 핑크 M
Category: 남성의류 > 바지 > 데님/청바지 > 
Image: https://media.bunjang.co.kr/product/368216955_1_1763106817_w{res}.jpg","{""weight"":0.9,""volume"":[5,28,35]}",2025-11-21 08:51:41
"Title: 아이패드 미니 7 128G wifi 그레이 SS급 풀박스
Category: 디지털 > 태블릿 > 태블릿 > 
Image: https://media.bunjang.co.kr/product/368952875_1_1763462468_w{res}.jpg","{""weight"":0.75,""volume"":[7,18,24]}",2025-11-21 08:51:31
"Title: 중고볼링공[복원완] 15p 화이트핫 뱃져
Category: 스포츠/레저 > 볼링 > 
Image: https://media.bunjang.co.kr/product/369348813_1_1763165006_w{res}.jpg","{""weight"":6.8,""volume"":[25,25,25]}",2025-11-21 08:51:26
"Title: 준지 가먼트다잉 워싱 오버핏 후드 셔츠, 팬츠 셋업 판매합니다
Category: 남성의류 > 셋업/세트 > 트레이닝/스웨트 셋업 > 
Image: https://media.bunjang.co.kr/product/350372429_1_1757773198_w{res}.jpg","{""weight"":1.8,""volume"":[12,30,40]}",2025-11-21 08:51:24
"Title: [원가 양도]타카라토미 귀멸의칼날 흔들흔들 B-BOX 가챠 귀칼 피규어
Category: 키덜트 > 피규어/인형 > 
Image: https://media.bunjang.co.kr/product/363754549_1_1762698605_w{res}.jpg","{""weight"":0.3,""volume"":[10,12,12]}",2025-11-21 08:50:48
"Title: 바이엘_비판톨 립크림/립케어/립밤 (+스마일캐시5%적립)
Category: 화장품/향수 > 색조메이크업 > 립밤/립케어
Image: https://image.auction.co.kr/itemimage/4e/f1/1f/4ef11f46e0.jpg","{""weight"":0.025,""volume"":[2.5,4,10]}",2025-11-21 08:50:46
"Title: 미샤 자켓(새제품)
Category: 여성의류 > 아우터 > 자켓 > 
Image: https://media.bunjang.co.kr/product/153676510_1_1760755010_w{res}.jpg","{""weight"":1.2,""volume"":[10,35,45]}",2025-11-21 08:50:42
"Title: 붕괴 스타레일 엽서 세트
Category: 스타굿즈 > 방송/예능/캐릭터 > 포스터/화보 > 
Image: https://media.bunjang.co.kr/product/368308243_1_1762705925_w{res}.jpg","{""weight"":0.15,""volume"":[1.5,12,18]}",2025-11-21 08:50:31
"Title: Girlhood Jumper (5colors) (예약주문 11/26이후 순차발송)
Category: 
Image: https://cafe24img.poxo.com/mbaby/web/product/small/202511/256cc877bc93b9bd0690bd55c47d5a79.jpg","{""weight"":0.5,""volume"":[12,25,35]}",2025-11-21 08:50:17
"Title: 리브아워 베어가디건니트 아이보리 르아브르 온드민 소버샵 베르니
Category: 여성의류 > 아우터 > 가디건 > 
Image: https://media.bunjang.co.kr/product/295561753_1_1763391052_w{res}.jpg","{""weight"":0.6,""volume"":[6,28,35]}",2025-11-21 08:50:17
"Title: (새상품)헬로키티 핑크 퀄팅 화장품 가방 파우치
Category: 스타굿즈 > 방송/예능/캐릭터 > 의류/패션잡화 > 
Image: https://media.bunjang.co.kr/product/367202573_1_1762873928_w{res}.jpg","{""weight"":0.5,""volume"":[17,18,24]}",2025-11-21 08:50:03
"Title: 한로로 콘서트 티켓 삽니다
Category: 도서/티켓/문구 > 티켓 > 콘서트 > 
Image: https://media.bunjang.co.kr/product/369064533_1_1763036165_w{res}.jpg","{""weight"":0.02,""volume"":[0.5,11,16]}",2025-11-21 08:49:53
"Title: 중고볼링공 15p 아키타입
Category: 스포츠/레저 > 볼링 > 
Image: https://media.bunjang.co.kr/product/370496864_1_1763627540_w{res}.jpg","{""weight"":7.5,""volume"":[25,25,25]}",2025-11-21 08:49:48
"Title: 브이숍  두건 여성 헤드스카프 반다나 삼각두건 플라워두건 헤어장식 KK922  굿딜 BUyuS
Category: 패션잡화>모자>여성모자>두건/반다나
Image: https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/8832903363/B.webp?610932649","{""weight"":0.05,""volume"":[2,15,20]}",2025-11-21 08:49:40
"Title: 50ml 러쉬 로즈잼 type 필드센트 재현향스프레이
Category: 뷰티/미용 > 향수/아로마 > 남여공용 향수 > 
Image: https://media.bunjang.co.kr/product/169504448_1_1762978740_w{res}.jpg","{""weight"":0.28,""volume"":[4,6,12]}",2025-11-21 08:49:32
"Title: 어느날 공주가 되어버렸다 투니크 콜라보카페 방문포카 풀셋 (12종)
Category: 스타굿즈 > 방송/예능/캐릭터 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/370710474_1_1763710212_w{res}.jpg","{""weight"":0.12,""volume"":[2.5,9,12]}",2025-11-21 08:49:27
"Title: 디스커버리 밀포드 숏패딩 90
Category: 여성의류 > 아우터 > 패딩 > 
Image: https://media.bunjang.co.kr/product/171644768_1_1732075150_w{res}.jpg","{""weight"":1.2,""volume"":[15,30,40]}",2025-11-21 08:49:15
"Title: 햄머 퍼플 15p
Category: 스포츠/레저 > 볼링 > 
Image: https://media.bunjang.co.kr/product/370548253_1_1763643316_w{res}.jpg","{""weight"":6.8,""volume"":[25,25,25]}",2025-11-21 08:49:14
"Title: 새상품! 에이블리 스트링숄더백 보부상백
Category: 가방/지갑 > 여성가방 > 숄더백 > 
Image: https://media.bunjang.co.kr/product/295103722_1_1729247824_w{res}.jpg","{""weight"":0.6,""volume"":[35,18,45]}",2025-11-21 08:49:03
"Title: 어느날 공주가 되어버렸다 5권 초호화 한정판
Category: 도서/티켓/문구 > 도서 > 만화 > 
Image: https://media.bunjang.co.kr/product/357111281_1_1758202602_w{res}.jpg","{""weight"":1,""volume"":[5,18,25]}",2025-11-21 08:48:01
"Title: 제네시스 g80 RG3PE 헤드라이트
Category: 차량/오토바이 > 차량 용품/부품 > 차량 부품 > 
Image: https://media.bunjang.co.kr/product/290599624_1_1727499980_w{res}.jpg","{""weight"":5.5,""volume"":[23,27,70]}",2025-11-21 08:47:56
"Title: 메디큐브 하이포커스샷 플러스 거의 새상품
Category: 가전제품 > 미용가전 > 피부케어기기 > 
Image: https://media.bunjang.co.kr/product/370406103_1_1763628913_w{res}.jpg","{""weight"":1,""volume"":[10,18,28]}",2025-11-21 08:47:40
"Title: ALD1 ドムソン ステッカー カード セット
Category: 楽器、手芸、コレクション > コレクション、趣味 > タレントグッズ > 
Image: https://auctions.c.yimg.jp/images.auctions.yahoo.co.jp/image/dr000/auc0111/users/14116289a677e9714550dc6b4e4c8bbe7657018f/i-img1200x1156-1763520134182i3wi1j.jpg","{""weight"":1.7,""volume"":[28,10,25]}",2025-11-21 08:47:40
"Title: 마세돌 마법소녀 이세계 아이돌 일러스트 세트
Category: 스타굿즈 > 걸그룹 > 포스터/화보 > 
Image: https://media.bunjang.co.kr/product/368692227_1_1763042876_w{res}.jpg","{""weight"":2.5,""volume"":[5,24,32]}",2025-11-21 08:47:32
"Title: 헤더택) 세븐틴 헤더택 예약판매
Category: 스타굿즈 > 보이그룹 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/349582955_1_1754657887_w{res}.jpg","{""weight"":0.03,""volume"":[0.5,10,15]}",2025-11-21 08:47:12
"Title: 딥프렌치 프렌치 네일아트 스티커
Category: 화장품/미용>네일케어>매니큐어/젤네일
Image: https://shop-phinf.pstatic.net/20170901_264/lianailtop_1504241220786msxV4_JPEG/27548380405835131_-1104702618.jpg?type=m510","{""weight"":0.008,""volume"":[0.3,6,9]}",2025-11-21 08:47:07
"Title: 조르지오 아르마니 향수 여행 세트 새상품
Category: 뷰티/미용 > 향수/아로마 > 여성 향수 > 
Image: https://media.bunjang.co.kr/product/365849792_1_1761730694_w{res}.jpg","{""weight"":0.25,""volume"":[4,12,18]}",2025-11-21 08:47:02
"Title: 귀멸의칼날 일륜도 키링 사네미
Category: 키덜트 > 피규어/인형 > 
Image: https://media.bunjang.co.kr/product/366411572_1_1763011928_w{res}.jpg","{""weight"":0.12,""volume"":[2,12,20]}",2025-11-21 08:46:56
"Title: [헬로키티 한정판x미야오픽][스크런치+키링] 로레알파리 헤어 오일 에센스 100ml 6종 기획/단품 택 1
Category: 헤어케어 > 헤어에센스 > 헤어오일 > 
Image: https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0014/A000000140183202ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5","{""weight"":0.45,""volume"":[8,10,18]}",2025-11-21 08:46:44
"Title: (안전포장) 체인소맨 레제편 아트그라피
Category: 스타굿즈 > 방송/예능/캐릭터 > 포스터/화보 > 
Image: https://media.bunjang.co.kr/product/370703056_1_1763708018_w{res}.jpg","{""weight"":0.35,""volume"":[1,42,52]}",2025-11-21 08:46:34
"Title: 추가) 에이블리 브랜드 무신사 옷 교신
Category: 여성의류 > 상의 > 긴팔 티셔츠 > 
Image: https://media.bunjang.co.kr/product/368032216_1_1763291485_w{res}.jpg","{""weight"":0.6,""volume"":[5,25,30]}",2025-11-21 08:46:34
"Title: 산산기어 23fw 서픽스 푸퍼 패딩블루 3사이즈 4사이즈랑 교환도 가능
Category: 남성의류 > 아우터 > 패딩 > 
Image: https://media.bunjang.co.kr/product/370167383_1_1763710441_w{res}.jpg","{""weight"":1,""volume"":[15,30,40]}",2025-11-21 08:46:23
"Title: 햄햄팡팡 밀리굿즈 이상 아크릴 스텐드,코롯타 구합니다
Category: 디지털 > 게임/타이틀 > PC게임 > 
Image: https://media.bunjang.co.kr/product/367970800_1_1763290453_w{res}.jpg","{""weight"":0.2,""volume"":[2,15,18]}",2025-11-21 08:46:20
"Title: 체인소맨 아트그라피 포스터 구해봅니다
Category: 스타굿즈 > 방송/예능/캐릭터 > 포스터/화보 > 
Image: https://media.bunjang.co.kr/product/370707320_1_1763709263_w{res}.jpg","{""weight"":0.25,""volume"":[1,32,45]}",2025-11-21 08:46:15
"Title: Alexis Jumper (4colors)(예약주문 11/26이후 순차발송)
Category: 
Image: https://cafe24img.poxo.com/mbaby/web/product/small/202511/1745a4fdf880bb8069f71dbf01862aff.jpg","{""weight"":0.4,""volume"":[8,25,35]}",2025-11-21 08:46:00
"Title: 내셔널지오그래픽 경량패딩 XL
Category: 남성의류 > 아우터 > 패딩 > 
Image: https://media.bunjang.co.kr/product/311982631_1_1737028815_w{res}.jpg","{""weight"":0.5,""volume"":[7,28,35]}",2025-11-21 08:45:58
"Title: 세븐틴 민규 헤더택 비공굿
Category: 스타굿즈 > 보이그룹 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/349758911_1_1762675908_w{res}.jpg","{""weight"":0.025,""volume"":[0.5,10,15]}",2025-11-21 08:45:47
"Title: 택포) 온드민 터틀넥 니트 카멜색 판매 :)
Category: 여성의류 > 상의 > 니트/스웨터 > 
Image: https://media.bunjang.co.kr/product/368841209_1_1763295217_w{res}.jpg","{""weight"":0.45,""volume"":[5,25,30]}",2025-11-21 08:45:44
"Title: 뉴진스 뉸송이들 해린(린토토)인형 판매
Category: 스타굿즈 > 걸그룹 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/347840600_1_1762991849_w{res}.jpg","{""weight"":0.6,""volume"":[15,20,25]}",2025-11-21 08:45:41
"Title: [판매]체인소맨 아트그라피
Category: 스타굿즈 > 방송/예능/캐릭터 > 포스터/화보 > 
Image: https://media.bunjang.co.kr/product/368709179_1_1763525210_w{res}.jpg","{""weight"":1,""volume"":[3,53,73]}",2025-11-21 08:45:40
"Title: 여성용 후아치 보우 머리띠 6팩 보호 파실리 프린트 머리띠, 탄력 있는 와이드 매듭 헤어밴드 반다나 머리 랩 터번 헤어 액세서리 Set 2
Category: 패션잡화>패션소품>머플러
Image: https://shop-phinf.pstatic.net/20251111_114/1762791458695qGLM0_JPEG/39252804514991341_1637114950.jpg?type=m510","{""weight"":0.2,""volume"":[5,15,25]}",2025-11-21 08:45:30
